,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
258,Bad,75,23,6,15,2,0,0,,-7,6,6,2,1,50,0,0,0,17,100,1,1,0,100
259,Bad,79,196,5,97,28,0,0,,-7,6,5,29,2,48,0,0,0,40,-8,4,1,1,83
260,Bad,72,196,6,93,39,1,0,95.0,37,6,3,41,3,29,0,0,0,34,70,8,3,2,55
261,Good,86,243,5,87,16,0,0,,-7,4,2,16,4,44,0,1,1,9,100,2,2,0,57
262,Bad,82,266,10,81,28,0,0,,-7,6,6,28,1,29,0,1,1,12,-8,3,2,1,46
263,Good,67,233,12,66,13,1,0,87.0,10,7,8,15,0,67,0,1,1,33,81,3,2,1,83
264,Bad,62,175,2,46,18,0,0,95.0,0,4,6,20,2,75,0,2,2,57,81,3,5,1,89
265,Good,84,138,2,67,21,0,0,100.0,-7,7,8,22,3,55,0,2,2,15,78,3,3,0,86
266,Bad,57,140,13,67,8,4,4,80.0,26,7,8,10,0,50,3,1,1,93,71,1,2,1,100
267,Bad,74,502,25,191,13,1,0,93.0,25,0,2,14,0,0,-8,0,0,51,-8,3,-8,1,33
268,Bad,85,140,13,81,12,0,0,92.0,82,7,8,13,0,38,12,0,0,1,93,1,2,0,50
269,Bad,76,157,3,78,26,0,0,100.0,-7,7,8,27,2,56,2,4,4,26,83,5,3,2,89
270,Bad,74,270,11,105,10,0,0,80.0,-8,6,5,10,1,90,0,0,0,-8,-8,0,4,-8,80
271,Good,56,153,18,80,17,0,0,95.0,1,7,8,20,0,45,17,0,0,82,-8,2,1,2,75
272,Bad,67,235,5,39,11,0,0,91.0,6,7,8,30,3,27,-7,1,1,47,78,3,2,0,71
273,Bad,60,349,1,74,16,1,1,95.0,4,4,5,19,4,58,0,3,3,59,29,5,3,1,73
274,Bad,85,321,4,173,4,0,0,,-7,4,6,4,1,0,-8,0,0,45,-8,1,-8,0,50
275,Good,61,149,13,75,4,4,4,100.0,-7,7,8,8,0,50,0,0,0,-8,89,-8,2,-8,100
276,Bad,81,223,6,83,63,0,0,,-7,6,4,63,3,16,0,1,0,15,89,2,3,1,40
277,Good,67,351,11,98,7,2,2,86.0,30,6,5,8,1,14,-7,0,0,59,-8,3,-8,1,60
278,Good,87,306,49,122,14,0,0,,-7,6,6,14,0,36,13,0,0,3,-8,2,-8,0,67
279,Good,70,117,12,56,11,0,0,100.0,-7,7,8,11,0,27,0,1,1,99,6,4,1,2,100
280,Good,79,-8,7,104,20,0,0,95.0,27,6,6,20,2,55,-7,0,0,27,49,5,3,0,100
282,Bad,81,160,5,79,27,0,0,,-7,4,6,21,2,56,-7,0,0,46,26,3,3,1,67
283,Bad,60,63,7,31,5,1,1,83.0,25,4,6,6,1,33,0,2,2,91,83,2,2,1,100
285,Good,87,284,21,108,16,0,0,,-7,2,4,51,0,31,-8,0,0,4,38,1,1,0,43
286,Good,67,-8,30,78,10,0,0,92.0,1,7,8,13,0,62,-7,1,1,73,42,2,2,-8,100
287,Bad,84,397,71,199,8,0,0,88.0,65,7,8,8,0,13,0,0,0,0,-8,0,-8,-8,50
288,Good,64,172,3,93,13,2,0,69.0,12,7,8,16,2,50,3,1,1,48,90,4,2,1,86
290,Bad,70,68,2,41,6,0,0,,-7,6,6,7,1,57,0,0,0,91,17,2,2,1,100
291,Good,68,435,12,138,26,3,1,90.0,13,7,8,30,0,33,8,0,0,16,31,3,3,1,43
292,Bad,63,232,2,103,14,2,2,88.0,21,7,8,17,1,6,1,4,4,11,-8,1,-8,0,17
293,Good,89,148,6,72,22,1,0,96.0,34,6,6,24,1,13,-8,0,0,0,-8,1,1,0,12
294,Good,65,23,4,15,9,0,0,,-7,6,2,9,3,67,1,3,2,84,76,2,6,2,89
295,Good,70,98,5,59,31,0,0,97.0,36,7,8,35,3,26,-7,5,5,19,95,4,2,1,50
296,Bad,86,257,20,117,29,0,0,,-7,6,2,29,0,45,-7,0,0,10,48,3,2,0,71
297,Good,69,361,8,96,26,1,0,89.0,1,7,8,28,1,29,-7,0,0,29,57,5,3,0,64
298,Good,71,227,12,116,15,2,1,78.0,48,7,8,18,0,28,0,2,2,83,-8,2,1,2,60
300,Bad,77,154,2,70,37,0,0,98.0,35,4,6,45,7,53,1,10,10,28,99,3,4,1,64
301,Good,68,177,2,70,32,0,0,97.0,16,6,6,46,2,60,1,2,2,85,-8,5,12,5,100
302,Bad,65,106,5,42,11,1,0,92.0,22,6,5,13,3,31,0,2,2,60,-8,4,1,1,83
303,Bad,64,165,1,52,9,2,2,82.0,28,6,6,12,1,18,0,2,2,9,100,2,1,0,50
304,Bad,65,125,7,65,12,3,1,65.0,8,7,8,18,1,35,0,5,4,22,-8,2,2,0,40
305,Good,55,316,8,119,22,1,0,78.0,1,6,5,23,1,26,-8,0,0,29,-8,4,2,1,50
306,Good,93,146,13,159,11,0,0,,-7,6,4,10,0,27,-8,0,0,0,-8,1,1,0,40
307,Good,80,113,5,48,13,0,0,86.0,26,6,5,14,2,14,4,1,1,0,-8,0,1,0,17
309,Bad,70,166,14,82,26,1,0,79.0,17,7,8,28,0,29,1,1,1,42,87,7,2,0,45
310,Good,82,297,38,130,11,0,0,,-7,6,6,11,0,18,0,0,0,32,-8,4,1,1,56
311,Good,86,232,1,75,21,0,0,,-7,6,7,23,2,17,0,2,2,1,51,2,2,0,29
312,Bad,80,177,1,64,33,0,0,,-7,4,5,35,5,34,1,4,3,19,44,3,3,1,75
313,Good,76,119,10,51,21,0,0,,-7,6,4,21,1,33,9,0,0,31,65,1,3,0,80
314,Bad,66,87,6,51,31,0,0,100.0,-7,0,8,31,4,32,-7,0,0,49,91,8,3,1,79
315,Good,74,119,11,39,4,0,0,,-7,6,6,4,1,75,0,0,0,64,75,1,2,0,100
316,Good,91,290,7,108,21,0,0,,-7,6,6,43,1,14,-8,0,0,3,-8,3,1,0,50
317,Bad,78,319,2,82,53,0,0,98.0,47,6,5,58,3,24,0,3,3,12,-8,3,4,0,58
318,Good,57,280,9,86,24,1,0,81.0,2,6,4,27,1,44,0,1,1,75,88,8,3,5,92
319,Bad,81,397,35,108,21,0,0,,-7,3,4,21,0,14,0,2,2,23,-8,13,-8,1,81
320,Good,85,143,1,71,12,0,0,,-7,4,5,13,3,23,1,1,1,12,100,2,2,0,50
321,Bad,68,134,3,45,28,1,0,94.0,50,7,8,31,7,45,0,3,3,23,94,4,3,1,58
322,Bad,65,96,15,33,11,0,0,,-7,6,6,12,0,9,-7,0,0,85,-8,6,1,3,100
323,Good,70,207,5,58,12,1,1,,-7,6,6,14,3,29,1,4,4,2,-8,1,1,0,29
324,Bad,71,-8,16,161,6,1,0,86.0,23,6,5,0,0,29,-7,0,0,88,-8,2,1,1,100
325,Good,66,100,5,56,13,2,0,71.0,39,7,8,17,2,41,0,4,1,39,82,2,2,1,57
326,Good,66,198,1,103,18,2,2,83.0,10,7,8,11,2,39,0,1,1,0,59,0,3,0,50
327,Bad,65,259,39,121,8,1,1,67.0,5,5,7,9,0,11,0,1,1,34,-8,3,-8,-8,60
328,Bad,76,266,1,93,12,0,0,100.0,-7,7,8,13,6,62,0,3,3,86,85,3,3,1,100
329,Bad,64,175,4,63,27,0,0,,-7,5,7,27,5,30,0,0,0,63,86,10,3,4,81
330,Bad,74,344,9,86,13,1,1,93.0,14,7,8,14,1,57,-7,1,1,0,31,1,3,0,67
331,Good,82,169,9,64,27,0,0,100.0,-7,7,8,19,1,15,11,0,0,17,56,4,2,0,30
332,Good,81,69,6,19,6,0,0,,-7,6,6,3,4,33,4,2,1,3,-8,2,2,0,100
333,Bad,77,266,2,69,12,0,0,,-7,3,5,14,4,46,0,5,5,73,59,4,3,1,78
334,Bad,66,265,6,101,32,3,2,86.0,8,7,8,36,4,33,0,1,1,39,-8,7,1,1,89
335,Bad,91,303,4,101,11,0,0,100.0,-7,7,8,12,1,36,-8,0,0,1,97,2,2,0,57
336,Bad,83,339,12,87,11,0,0,,-7,6,5,12,0,45,21,0,0,58,43,3,2,1,83
337,Bad,64,139,18,68,20,5,2,56.0,14,7,8,25,0,28,0,0,0,0,68,0,2,0,18
338,Good,82,34,5,26,4,0,0,100.0,-7,6,8,4,1,50,5,0,0,0,95,0,2,0,50
339,Bad,75,279,5,79,16,0,0,,-7,6,5,16,3,19,22,0,0,61,-8,3,-8,3,60
340,Bad,70,196,2,56,25,0,0,,-7,6,5,27,4,30,0,3,3,34,79,4,4,1,47
341,Bad,65,321,6,114,27,1,1,82.0,17,4,2,28,3,32,0,0,0,66,-8,6,1,1,88
342,Bad,71,160,4,68,31,0,0,,-7,4,2,31,3,35,1,1,1,61,35,5,3,1,80
343,Bad,74,99,8,51,16,0,0,100.0,-7,7,8,16,1,56,0,0,0,15,-8,5,3,1,89
344,Bad,72,214,17,61,21,0,0,100.0,-7,7,8,21,0,33,0,0,0,66,66,7,2,2,64
345,Bad,77,272,9,121,20,0,0,,-7,6,2,20,1,25,0,0,0,42,88,8,2,1,77
346,Good,79,166,6,91,24,0,0,96.0,13,7,8,15,1,17,-8,0,0,24,-8,4,2,0,46
347,Good,63,329,2,148,27,4,3,85.0,44,7,8,33,4,33,2,5,5,37,71,7,2,1,82
348,Good,67,100,3,46,8,1,1,67.0,23,6,7,9,1,33,0,3,3,13,83,1,1,0,50
349,Bad,61,131,1,44,9,0,0,,-7,4,2,10,4,40,0,6,6,94,92,5,4,4,100
350,Good,54,-8,9,99,10,8,5,59.0,1,7,8,17,1,29,-7,1,1,99,-8,2,1,-8,75
351,Good,66,293,2,67,13,0,0,93.0,-8,7,8,14,3,36,0,3,3,90,97,3,3,2,100
352,Bad,60,286,3,81,20,0,0,90.0,2,6,3,21,4,70,1,2,2,55,72,4,8,1,100
353,Good,71,91,5,36,12,0,0,92.0,66,7,8,12,3,67,11,0,0,18,-8,2,2,0,80
354,Good,70,281,8,77,26,0,0,92.0,34,7,8,27,1,35,-8,0,0,55,28,5,2,3,58
355,Bad,84,204,8,72,16,0,0,100.0,-7,7,8,17,1,59,0,0,0,23,54,2,2,-8,67
356,Bad,80,148,3,103,16,0,0,,-7,5,3,16,1,75,3,1,1,47,51,1,6,1,88
357,Good,63,129,6,51,13,0,0,85.0,1,7,8,13,3,46,0,3,2,43,2,4,2,0,75
358,Bad,61,96,3,28,9,1,1,80.0,8,7,8,16,3,40,-7,0,0,26,99,3,2,1,63
359,Good,70,23,17,21,3,0,0,100.0,-7,7,8,4,0,67,-7,0,0,95,78,1,1,-8,100
360,Good,68,142,1,72,55,0,0,100.0,-7,6,8,67,8,45,1,2,2,58,81,9,4,5,59
361,Bad,80,198,19,94,16,0,0,,-7,6,6,16,0,25,0,0,0,25,-8,3,1,2,40
362,Good,55,25,5,14,9,0,0,,-7,6,4,9,5,56,0,1,1,97,93,3,2,2,100
363,Bad,70,88,3,45,38,0,0,97.0,8,6,2,38,3,13,3,2,2,15,45,1,1,0,10
364,Bad,60,199,9,53,23,0,0,74.0,2,7,8,23,1,17,0,1,1,36,88,11,3,1,70
365,Good,59,180,5,55,45,1,1,80.0,0,0,2,49,6,65,1,2,2,20,87,7,4,0,80
366,Bad,72,-8,13,118,19,0,0,,-7,6,6,20,0,35,-7,7,7,50,-8,5,-8,1,100
367,Good,40,177,1,64,4,14,10,29.0,2,4,6,17,3,53,-7,8,8,106,97,1,2,1,100
368,Bad,70,84,1,46,16,0,0,94.0,-7,6,6,23,2,11,0,2,2,86,91,7,1,4,80
369,Good,81,244,3,128,54,0,0,98.0,-8,6,6,56,3,41,0,4,4,25,97,6,3,0,90
370,Good,66,305,36,134,26,1,0,90.0,8,7,8,29,0,28,5,0,0,46,-8,6,2,3,62
371,Good,81,80,10,86,13,0,0,100.0,-7,7,8,19,3,31,-7,0,0,39,-8,5,1,0,100
372,Bad,61,185,5,85,34,0,0,94.0,7,4,6,15,2,26,15,0,0,57,83,16,2,3,95
373,Bad,76,182,0,89,41,0,0,,-7,4,2,44,3,27,0,3,3,40,100,5,4,3,50
375,Bad,62,80,2,47,24,0,0,96.0,59,7,8,25,1,48,0,0,0,73,113,5,5,2,91
376,Bad,76,78,3,70,23,0,0,100.0,-7,7,8,2,5,8,0,2,2,76,-8,5,-8,2,56
377,Good,63,173,4,37,18,0,0,94.0,31,7,8,18,4,22,-7,0,0,54,99,9,2,4,79
378,Bad,69,188,20,80,18,3,3,85.0,23,7,8,3,0,40,-7,5,5,16,-8,5,-8,0,83
380,Good,82,172,0,71,23,0,0,,-7,4,6,24,4,54,0,1,1,4,81,4,3,0,70
381,Bad,70,284,2,71,18,0,0,,-7,4,6,19,4,32,0,10,10,31,100,9,6,0,94
382,Bad,75,52,3,17,10,0,0,,-7,4,4,10,6,60,0,4,4,4,71,1,5,0,75
383,Good,66,210,5,74,31,1,1,97.0,-8,7,8,34,3,67,0,1,1,30,90,3,2,0,56
384,Bad,67,137,1,54,15,0,0,82.0,38,0,2,17,1,24,0,3,2,47,-8,4,1,1,60
385,Bad,72,269,2,86,25,0,0,85.0,0,5,7,26,1,12,0,2,2,1,-8,3,1,0,29
386,Good,67,-8,4,20,17,1,1,,-7,6,6,18,8,17,-7,1,1,10,89,2,2,1,29
387,Good,73,420,97,208,7,0,0,88.0,64,4,5,8,0,25,0,0,0,76,-8,3,-8,2,75
388,Good,59,116,10,70,3,1,1,75.0,11,7,8,4,1,100,0,1,1,-8,77,-8,2,-8,100
389,Good,57,151,22,102,4,6,6,60.0,80,4,6,10,0,100,0,1,1,-8,-8,-8,1,-8,100
390,Bad,65,-8,3,101,19,0,0,90.0,5,7,8,21,3,43,15,0,0,59,-8,4,1,3,50
391,Bad,65,273,5,62,32,0,0,100.0,-7,7,8,51,4,59,-7,2,2,57,88,7,4,3,85
392,Bad,75,312,5,78,26,1,1,,-7,6,6,26,4,31,-7,4,4,10,36,3,2,0,56
393,Good,72,324,11,94,23,0,0,100.0,-7,7,8,23,1,35,8,1,1,43,64,3,4,1,64
394,Bad,81,154,21,73,13,0,0,,-7,6,6,13,0,23,0,0,0,46,-8,4,-8,0,67
395,Bad,57,257,7,81,11,5,3,40.0,7,6,2,15,1,40,0,1,1,11,-8,3,1,0,57
397,Bad,71,197,9,87,12,0,0,77.0,56,7,8,13,1,54,-7,0,0,92,83,2,3,1,83
398,Good,65,157,6,44,13,1,0,93.0,30,7,8,14,4,36,4,1,1,23,80,3,2,-8,67
399,Good,70,154,8,124,9,1,0,70.0,5,7,8,24,1,50,-7,1,1,9,-8,1,1,0,40
400,Bad,66,87,13,38,14,1,1,93.0,29,7,8,16,0,67,0,0,0,48,75,2,3,1,83
401,Bad,81,156,1,77,31,0,0,,-7,6,6,37,2,39,0,4,4,13,-8,1,2,0,33
402,Bad,70,88,16,48,12,0,0,,-7,6,6,12,0,8,0,1,1,79,89,7,1,2,89
403,Good,83,265,6,83,16,0,0,,-7,4,6,16,2,19,5,0,0,13,-8,1,1,0,22
404,Bad,64,223,3,77,21,0,0,100.0,-7,6,8,21,1,10,0,6,6,93,-8,6,1,3,100
405,Bad,64,285,4,134,20,1,1,,-7,6,6,4,1,30,0,6,6,5,-8,4,1,1,75
406,Bad,83,108,14,57,15,0,0,,-7,0,2,15,0,27,0,2,2,6,54,3,2,0,56
407,Good,77,149,3,69,18,0,0,94.0,7,6,2,18,2,72,10,0,0,13,82,1,4,0,71
409,Bad,54,324,3,79,22,6,5,70.0,3,4,6,37,2,37,-7,2,2,12,66,3,4,0,78
410,Good,66,115,7,109,35,0,0,100.0,-7,7,8,3,2,40,-7,1,1,82,67,4,4,3,90
411,Bad,84,241,4,93,17,0,0,95.0,28,7,8,40,3,53,-7,1,1,8,100,2,2,0,67
412,Good,65,390,8,90,10,3,2,71.0,27,7,8,14,1,29,0,4,4,43,-8,2,1,0,75
413,Bad,71,228,5,85,35,0,0,100.0,-7,7,8,40,3,40,-7,4,4,62,23,4,2,1,54
414,Bad,65,82,1,43,25,2,1,97.0,70,1,3,30,3,33,2,4,4,33,53,2,8,1,56
415,Bad,84,196,13,144,48,0,0,,-7,5,2,19,0,36,0,3,2,23,-8,4,1,1,56
416,Good,92,276,11,99,25,0,0,,-7,6,6,28,1,29,6,0,0,0,-8,1,1,0,33
417,Bad,68,113,4,46,13,0,0,,-7,6,5,14,3,50,6,0,0,54,-8,2,3,2,63
418,Bad,85,177,4,63,11,0,0,,-7,3,5,11,2,27,0,0,0,0,89,2,3,0,56
419,Bad,70,116,2,65,26,0,0,96.0,37,6,6,27,4,52,0,2,2,44,70,7,4,0,92
420,Good,87,266,15,137,24,0,0,100.0,-7,7,8,3,0,40,21,0,0,4,-8,4,2,0,46
421,Good,60,252,17,78,17,1,1,100.0,-7,7,8,20,0,50,-7,1,1,85,67,3,3,3,86
422,Good,56,167,7,75,31,0,0,88.0,2,7,8,33,1,42,0,1,1,74,62,11,2,2,93
423,Good,71,404,4,130,26,1,0,81.0,3,7,8,27,1,15,0,0,0,19,49,5,2,1,44
424,Good,76,157,15,93,10,2,1,91.0,40,0,8,11,0,18,-8,0,0,0,-8,0,-8,0,0
425,Good,88,170,3,87,14,0,0,100.0,-7,7,8,15,1,29,2,1,1,1,97,1,2,0,67
426,Good,62,137,23,90,13,0,0,71.0,7,4,6,14,0,7,0,1,1,44,-8,4,-8,3,67
427,Bad,89,148,15,79,11,0,0,100.0,-7,7,8,12,0,33,0,0,0,2,-8,3,1,0,80
428,Bad,47,150,15,78,21,4,2,75.0,2,0,2,28,0,57,0,1,1,77,-8,5,1,2,86
429,Good,67,125,6,57,19,2,0,81.0,12,7,8,22,4,19,23,1,0,16,48,3,3,0,55
430,Bad,82,241,2,93,21,0,0,,-7,6,6,22,1,32,1,1,1,12,98,3,2,1,56
431,Good,56,349,2,83,35,0,0,89.0,21,6,2,38,7,39,0,3,3,74,83,11,5,6,85
432,Bad,79,192,20,122,4,0,0,100.0,-7,7,8,5,0,20,0,3,3,40,53,1,1,1,75
433,Bad,88,-8,10,98,23,0,0,,-7,6,5,38,1,29,-7,2,2,1,35,6,2,0,73
434,Good,80,250,1,76,10,0,0,92.0,-8,7,8,12,1,33,0,2,2,4,7,3,3,1,75
435,Good,76,111,15,63,9,0,0,100.0,-7,7,8,9,0,56,-8,0,0,92,82,2,2,2,100
436,Bad,58,149,4,64,30,0,0,93.0,34,7,8,30,3,37,0,3,3,90,77,7,8,4,83
438,Good,60,92,16,58,19,4,3,78.0,5,7,8,23,0,57,-7,2,2,51,-8,2,1,0,60
440,Bad,60,59,3,31,14,0,0,93.0,-8,6,6,14,4,36,0,5,4,57,48,8,4,1,100
441,Good,62,265,11,90,33,0,0,88.0,4,7,8,33,1,33,-7,0,0,35,48,6,5,1,50
443,Good,74,-8,4,100,8,1,1,88.0,30,7,8,0,1,13,4,1,1,2,-8,1,1,0,43
444,Bad,72,189,2,70,19,0,0,,-7,4,6,22,2,41,-7,3,3,92,-8,6,1,4,78
445,Bad,83,104,15,54,22,0,0,,-7,4,5,22,0,45,0,0,0,57,52,2,3,0,56
446,Good,61,215,14,120,16,0,0,89.0,4,6,5,18,0,39,0,2,2,45,-8,5,1,2,67
447,Good,85,317,21,97,15,0,0,100.0,-7,7,8,31,0,27,-7,1,1,5,-8,3,-8,1,60
448,Bad,80,88,8,48,16,0,0,,-7,4,6,16,2,25,-7,0,0,3,-8,2,1,0,38
450,Good,70,214,1,74,41,0,0,98.0,41,7,8,42,3,21,1,1,1,69,-8,15,3,3,95
451,Bad,92,-8,37,103,19,0,0,,-7,3,2,0,0,26,0,1,1,0,-8,0,-8,0,0
452,Good,77,128,5,67,35,0,0,,-7,6,5,36,2,17,0,1,1,24,100,2,2,1,29
453,Good,59,213,24,90,13,0,0,85.0,5,7,8,14,0,54,1,10,10,104,-8,2,1,2,100
454,Bad,67,234,3,96,43,0,0,,-7,6,6,43,3,12,0,1,1,79,24,23,4,11,87
455,Bad,56,125,4,47,10,0,0,83.0,3,7,8,12,1,17,0,1,1,85,-8,4,1,4,71
456,Bad,70,150,26,165,31,0,0,95.0,1,7,8,10,0,37,1,3,3,7,-8,4,2,0,46
457,Bad,66,134,4,44,13,2,2,93.0,54,6,6,15,1,53,0,1,1,92,60,4,6,1,91
458,Good,70,148,2,79,18,0,0,90.0,26,7,8,21,1,38,-7,3,2,38,100,2,2,2,63
459,Bad,87,228,3,68,31,0,0,,-7,6,6,31,3,29,0,3,3,0,98,1,2,0,33
460,Bad,86,372,14,119,23,0,0,96.0,49,6,5,7,0,26,-8,0,0,8,-8,2,1,0,50
461,Bad,65,143,7,85,13,0,0,93.0,11,3,2,14,2,43,0,0,0,73,76,3,3,2,100
462,Good,88,211,20,103,13,0,0,,-7,6,6,14,0,57,-7,0,0,0,19,2,3,0,71
463,Bad,91,390,22,194,25,0,0,,-7,6,6,25,0,24,-8,0,0,5,-8,4,2,0,86
464,Good,68,298,4,86,19,4,4,89.0,53,4,6,22,2,47,5,1,1,6,85,2,3,0,63
465,Bad,84,106,11,64,22,0,0,,-7,4,6,23,1,26,0,1,1,0,-8,0,-8,0,0
466,Good,50,144,7,74,36,3,2,86.0,1,6,6,42,1,52,0,0,0,92,45,7,4,2,92
467,Good,68,180,7,72,24,0,0,92.0,35,7,8,35,1,56,3,1,1,48,43,3,3,1,86
468,Bad,80,261,8,104,22,0,0,100.0,-7,7,8,22,1,59,-7,1,1,39,76,3,2,1,71
469,Bad,86,237,17,88,13,0,0,,-7,4,6,14,0,43,-8,0,0,6,-8,2,2,0,80
470,Good,47,204,16,100,25,2,2,89.0,1,7,8,28,0,21,-7,1,0,76,-8,9,1,3,85
471,Good,68,377,10,81,16,1,0,90.0,58,7,8,21,3,29,0,2,1,54,35,8,2,1,85
472,Bad,79,121,44,72,11,0,0,91.0,30,4,6,11,0,55,-7,0,0,11,-8,1,1,0,67
475,Bad,76,188,7,56,24,0,0,,-7,6,6,24,1,42,13,0,0,47,-8,5,1,1,55
476,Good,64,162,5,73,4,3,3,67.0,54,7,8,7,1,33,0,1,1,57,-8,2,1,0,100
477,Bad,69,208,5,61,48,1,1,98.0,36,7,8,53,6,26,0,3,3,78,93,8,4,3,75
478,Good,60,159,6,69,15,0,0,73.0,2,4,6,22,1,33,13,0,0,62,42,4,3,2,88
479,Bad,87,122,2,121,12,0,0,100.0,-7,7,8,3,3,31,2,2,2,6,-8,3,1,0,50
480,Bad,65,116,3,39,22,0,0,95.0,15,4,6,22,3,32,0,1,1,50,47,5,4,1,69
482,Good,77,147,3,72,29,0,0,93.0,52,4,6,30,3,37,0,2,2,31,74,3,4,0,70
483,Bad,58,223,3,106,24,2,2,89.0,0,6,3,27,5,37,0,1,1,31,93,4,4,0,67
484,Bad,71,410,4,53,19,0,0,84.0,22,6,6,23,2,42,-7,2,2,40,38,4,4,0,75
485,Good,74,274,2,66,23,0,0,100.0,-7,7,8,28,4,39,0,2,2,18,65,3,5,1,67
486,Good,65,206,5,68,30,0,0,97.0,6,6,6,68,1,39,1,1,1,63,73,6,3,1,100
487,Bad,73,347,6,140,32,0,0,,-7,4,6,32,1,9,-8,0,0,41,-8,15,1,6,74
488,Good,88,74,2,120,23,0,0,100.0,-7,7,8,13,2,25,3,1,1,2,61,3,1,0,56
489,Good,81,206,1,103,30,0,0,100.0,-7,7,8,34,4,52,5,0,0,16,93,4,7,1,61
490,Good,75,160,17,39,10,0,0,,-7,6,6,8,0,36,-7,0,0,62,56,3,2,1,100
491,Bad,58,107,16,45,13,1,1,79.0,3,7,8,13,0,21,-7,1,1,42,55,4,2,0,55
492,Bad,77,90,10,41,3,0,0,,-7,0,2,3,1,67,0,0,0,26,83,1,2,0,100
494,Bad,76,125,1,84,39,0,0,,-7,6,6,9,8,20,0,5,5,10,100,8,3,1,44
495,Good,86,191,3,77,38,0,0,100.0,-7,7,8,40,3,58,5,0,0,6,-8,4,2,1,55
496,Good,83,154,4,57,13,0,0,93.0,-8,7,8,14,1,43,0,0,0,4,80,1,4,1,45
497,Bad,64,56,40,47,2,2,0,50.0,20,0,6,4,0,50,0,0,0,-8,23,-8,2,-8,100
498,Bad,80,216,6,84,33,0,0,,-7,6,5,33,2,27,0,4,4,2,140,3,1,0,57
499,Good,71,155,1,71,24,0,0,,-7,6,6,25,3,32,3,3,3,54,-8,3,1,1,100
500,Good,69,194,4,63,41,0,0,95.0,15,7,8,41,5,29,0,2,2,0,99,3,4,0,35
501,Good,76,98,9,58,15,0,0,69.0,6,7,8,16,1,44,0,1,1,2,-8,2,3,1,75
502,Good,79,147,5,50,34,0,0,100.0,-7,7,8,34,7,15,0,1,1,1,44,2,2,0,18
503,Good,68,385,21,83,20,1,1,95.0,12,6,2,22,0,36,10,0,0,56,-8,6,2,2,80
504,Bad,83,159,10,66,23,0,0,96.0,32,6,3,25,3,32,10,0,0,7,-8,2,2,0,80
505,Bad,77,414,9,109,15,1,1,94.0,30,4,6,16,1,19,4,1,1,9,-8,2,-8,0,29
506,Good,55,234,13,83,20,1,0,70.0,1,7,8,24,0,22,4,3,3,46,24,8,3,2,72
507,Bad,74,170,2,10,3,0,0,,-7,6,6,24,3,25,0,3,3,2,-8,2,1,0,75
509,Good,73,164,17,87,20,1,0,91.0,23,4,6,22,0,50,-7,2,2,35,-8,2,1,0,43
510,Good,89,379,156,257,3,0,0,,-7,6,6,3,0,33,-7,0,0,0,-8,0,-8,-8,0
511,Bad,63,110,4,38,4,0,0,80.0,15,4,3,5,2,60,0,3,3,63,87,1,2,0,100
512,Good,57,35,7,16,10,0,0,,-7,6,6,10,4,30,0,2,2,81,85,6,2,2,89
513,Bad,76,270,5,97,19,3,3,95.0,62,6,8,5,1,35,5,0,0,2,70,4,3,0,58
514,Bad,77,213,4,96,45,0,0,96.0,33,4,6,47,3,23,0,2,2,11,-8,4,-8,0,31
515,Good,54,40,6,23,7,0,0,86.0,14,7,8,7,1,57,0,2,2,89,74,3,3,-8,100
516,Good,83,158,4,80,34,0,0,100.0,-7,7,8,10,3,21,11,0,0,3,-8,5,3,0,35
517,Good,54,87,2,22,33,0,0,,-7,6,7,34,11,24,-7,5,5,38,90,17,2,2,79
518,Good,70,105,5,38,12,1,1,100.0,-7,7,8,13,1,17,0,1,1,21,-8,3,1,0,57
519,Bad,75,140,7,56,21,0,0,,-7,4,2,22,1,27,0,1,1,20,63,3,2,1,56
520,Good,83,157,4,94,19,0,0,100.0,-7,7,8,19,1,32,22,0,0,20,-8,2,1,1,50
522,Good,73,123,9,68,41,2,2,95.0,59,7,8,43,1,56,0,1,1,37,115,4,19,1,77
523,Good,57,92,29,65,5,2,2,67.0,27,7,8,7,0,50,0,1,1,28,-8,2,1,-8,75
524,Good,71,84,0,38,21,0,0,96.0,28,7,8,25,3,16,9,0,0,35,84,4,3,2,67
525,Good,70,261,2,29,30,1,1,,-7,6,6,31,8,42,2,1,1,6,98,3,3,0,40
526,Bad,61,232,6,77,9,1,0,64.0,15,6,5,11,4,36,4,1,1,76,-8,2,1,1,60
527,Good,65,53,4,27,16,0,0,100.0,-7,7,8,16,5,44,0,2,2,73,79,5,4,2,100
528,Good,77,140,2,73,15,0,0,88.0,12,7,8,17,2,53,0,1,1,17,64,2,4,-8,67
529,Good,81,170,2,65,23,0,0,92.0,64,6,6,24,1,33,0,0,0,11,-8,2,2,0,33
