,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,NormalisedNumInqLast6Mexcl7days,NormalisedNumInstallTradesWBalance
204,0,85,149,8,63,15,0,0,,-7,0,2,15,1,40,0,2,2,5,32,1,3,0,44,0.09523809523809523,0.4074074074074074
205,1,61,251,12,74,15,0,0,93.0,70,4,5,15,0,13,0,1,1,89,-8,7,1,5,100,0.047619047619047616,0.3333333333333333
206,1,59,81,6,41,27,5,5,,-7,6,4,27,2,44,1,4,4,49,73,6,4,2,71,0.19047619047619047,0.4444444444444444
207,1,89,342,25,110,8,0,0,,-7,4,6,8,0,63,-8,0,0,0,-8,0,-8,-8,0,0.0,0.0
208,1,80,335,15,146,28,0,0,100.0,-7,7,8,28,0,18,14,0,0,34,75,9,2,1,65,0.0,0.37037037037037035
209,0,77,70,3,37,9,0,0,100.0,-7,7,8,9,2,11,0,1,1,14,-8,2,-8,0,67,0.047619047619047616,0.0
210,1,70,212,1,56,32,0,0,,-7,4,6,36,11,36,1,4,4,19,91,7,2,0,75,0.19047619047619047,0.37037037037037035
211,0,81,136,24,63,19,0,0,100.0,-7,7,8,19,0,21,-7,0,0,42,39,1,2,0,60,0.0,0.37037037037037035
212,1,85,141,6,78,10,0,0,91.0,77,6,6,12,1,27,0,3,3,1,-8,1,1,0,50,0.14285714285714285,0.3333333333333333
213,1,75,164,7,65,32,2,0,88.0,66,0,8,34,3,21,0,1,1,7,-8,4,1,0,63,0.047619047619047616,0.3333333333333333
214,0,59,279,4,70,7,0,0,63.0,7,7,8,8,2,25,1,1,1,72,40,4,2,1,86,0.047619047619047616,0.37037037037037035
215,1,65,133,5,41,17,0,0,94.0,5,7,8,17,5,53,0,1,1,43,90,2,4,1,67,0.047619047619047616,0.4444444444444444
216,0,69,91,18,53,36,0,0,100.0,-7,7,8,41,0,33,4,1,1,72,53,8,5,2,87,0.047619047619047616,0.48148148148148145
217,1,81,197,3,65,31,0,0,100.0,-7,7,8,31,3,29,9,0,0,2,-8,1,2,0,27,0.0,0.37037037037037035
218,0,59,167,24,116,28,2,0,75.0,0,7,8,32,0,13,0,0,0,92,-8,11,1,8,93,0.0,0.3333333333333333
219,0,73,110,8,71,8,4,0,50.0,37,6,6,14,1,43,0,1,1,14,-8,1,2,1,43,0.047619047619047616,0.37037037037037035
220,0,64,162,2,53,14,0,0,,-7,6,5,15,2,27,2,1,1,63,88,7,3,4,100,0.047619047619047616,0.4074074074074074
221,1,79,132,6,62,22,0,0,,-7,4,6,24,3,21,-8,0,0,56,-8,3,-8,0,50,0.0,0.0
222,0,74,149,3,36,14,0,0,,-7,4,6,14,4,50,0,1,1,32,25,3,5,0,80,0.047619047619047616,0.48148148148148145
223,0,66,288,10,77,27,0,0,96.0,26,7,8,44,1,44,12,0,0,72,86,7,2,3,100,0.0,0.37037037037037035
224,0,84,151,7,85,14,0,0,100.0,-7,7,8,14,1,57,7,2,0,18,75,2,3,-8,100,0.0,0.4074074074074074
225,1,81,261,11,110,27,0,0,96.0,53,4,5,27,1,22,0,0,0,23,13,11,2,0,65,0.0,0.37037037037037035
226,1,79,210,7,96,24,0,0,92.0,6,6,5,24,1,21,0,2,2,18,45,4,3,0,58,0.09523809523809523,0.4074074074074074
227,0,76,404,7,125,27,1,0,97.0,69,7,8,29,2,10,4,1,1,11,-8,5,1,2,50,0.047619047619047616,0.3333333333333333
228,0,72,174,3,55,21,0,0,95.0,65,7,8,22,3,36,-7,5,5,17,98,3,2,1,56,0.23809523809523808,0.37037037037037035
229,1,89,166,6,96,19,0,0,100.0,-7,7,8,19,1,32,9,0,0,10,66,4,2,1,75,0.0,0.37037037037037035
231,1,68,221,7,89,19,4,0,83.0,53,6,6,23,1,39,0,0,0,70,100,2,2,2,40,0.0,0.37037037037037035
232,0,57,246,3,78,16,2,2,94.0,9,7,8,24,2,31,-7,0,0,85,39,6,2,3,89,0.0,0.37037037037037035
233,0,78,218,6,80,48,0,0,,-7,6,6,48,1,56,1,1,1,11,92,3,2,0,56,0.047619047619047616,0.37037037037037035
234,1,89,162,8,82,19,0,0,,-7,4,6,21,2,24,-7,1,1,3,-8,1,1,0,33,0.047619047619047616,0.3333333333333333
235,0,86,153,7,88,15,0,0,,-7,6,5,15,1,27,-7,0,0,5,-8,2,1,0,43,0.0,0.3333333333333333
236,1,75,160,2,82,46,0,0,,-7,6,6,48,2,17,0,3,3,19,-8,10,3,1,41,0.14285714285714285,0.4074074074074074
237,1,64,141,1,29,23,1,1,96.0,39,7,8,26,7,12,1,7,7,34,87,10,2,0,82,0.3333333333333333,0.37037037037037035
238,0,71,172,1,64,17,0,0,89.0,22,6,6,18,1,33,3,1,1,46,64,7,2,2,75,0.047619047619047616,0.37037037037037035
239,1,72,113,18,55,25,0,0,96.0,-7,6,5,25,0,48,0,2,2,52,27,4,4,1,73,0.09523809523809523,0.4444444444444444
240,1,69,390,3,100,18,3,1,67.0,3,4,6,11,1,10,14,0,0,7,-8,3,-8,0,27,0.0,0.0
241,0,60,49,5,23,16,0,0,100.0,-7,7,8,16,3,31,0,1,1,40,82,6,3,0,90,0.047619047619047616,0.4074074074074074
243,0,66,272,2,95,44,0,0,100.0,-7,7,8,49,3,29,0,4,4,63,64,16,4,6,80,0.19047619047619047,0.4444444444444444
244,0,57,129,29,74,12,17,16,30.0,6,7,8,30,0,73,-7,0,0,26,47,2,9,0,92,0.0,0.6296296296296295
245,1,67,143,2,51,27,0,0,97.0,56,7,8,31,4,69,1,5,5,57,95,5,4,2,90,0.23809523809523808,0.4444444444444444
246,1,62,171,5,92,52,1,0,90.0,4,6,2,58,2,47,-7,0,0,28,32,7,7,0,78,0.0,0.5555555555555556
247,1,72,192,11,75,13,1,0,88.0,6,6,6,18,1,56,3,2,2,0,-8,0,2,0,40,0.09523809523809523,0.37037037037037035
248,1,73,251,3,105,33,0,0,85.0,26,5,7,33,3,24,-7,0,0,22,-8,7,1,0,53,0.0,0.3333333333333333
250,1,72,169,5,60,21,1,1,96.0,30,4,4,23,1,52,0,4,4,66,82,4,3,1,78,0.19047619047619047,0.4074074074074074
251,1,61,183,26,111,3,1,1,60.0,7,7,8,5,0,20,-7,1,1,94,-8,1,1,-8,100,0.047619047619047616,0.3333333333333333
252,0,78,199,7,73,39,0,0,95.0,22,4,6,40,1,21,-7,1,0,15,19,2,5,1,50,0.0,0.48148148148148145
253,0,73,134,3,55,26,0,0,100.0,-7,7,8,26,5,35,6,1,0,64,33,4,2,2,64,0.0,0.37037037037037035
254,1,57,132,3,67,47,1,1,96.0,6,1,3,14,2,55,0,5,5,50,86,8,13,2,81,0.23809523809523808,0.7777777777777777
255,1,86,160,14,82,15,0,0,,-7,6,6,15,0,20,0,1,1,31,56,2,2,0,50,0.047619047619047616,0.37037037037037035
256,1,76,82,19,55,10,0,0,,-7,3,5,10,0,40,0,2,2,40,36,2,3,1,71,0.09523809523809523,0.4074074074074074
257,0,60,146,6,116,6,3,1,55.0,6,3,5,11,1,55,-7,1,1,83,-8,1,1,1,75,0.047619047619047616,0.3333333333333333
258,1,75,23,6,15,2,0,0,,-7,6,6,2,1,50,0,0,0,17,100,1,1,0,100,0.0,0.3333333333333333
259,1,79,196,5,97,28,0,0,,-7,6,5,29,2,48,0,0,0,40,-8,4,1,1,83,0.0,0.3333333333333333
260,1,72,196,6,93,39,1,0,95.0,37,6,3,41,3,29,0,0,0,34,70,8,3,2,55,0.0,0.4074074074074074
261,0,86,243,5,87,16,0,0,,-7,4,2,16,4,44,0,1,1,9,100,2,2,0,57,0.047619047619047616,0.37037037037037035
262,1,82,266,10,81,28,0,0,,-7,6,6,28,1,29,0,1,1,12,-8,3,2,1,46,0.047619047619047616,0.37037037037037035
263,0,67,233,12,66,13,1,0,87.0,10,7,8,15,0,67,0,1,1,33,81,3,2,1,83,0.047619047619047616,0.37037037037037035
264,1,62,175,2,46,18,0,0,95.0,0,4,6,20,2,75,0,2,2,57,81,3,5,1,89,0.09523809523809523,0.48148148148148145
265,0,84,138,2,67,21,0,0,100.0,-7,7,8,22,3,55,0,2,2,15,78,3,3,0,86,0.09523809523809523,0.4074074074074074
266,1,57,140,13,67,8,4,4,80.0,26,7,8,10,0,50,3,1,1,93,71,1,2,1,100,0.047619047619047616,0.37037037037037035
267,1,74,502,25,191,13,1,0,93.0,25,0,2,14,0,0,-8,0,0,51,-8,3,-8,1,33,0.0,0.0
268,1,85,140,13,81,12,0,0,92.0,82,7,8,13,0,38,12,0,0,1,93,1,2,0,50,0.0,0.37037037037037035
269,1,76,157,3,78,26,0,0,100.0,-7,7,8,27,2,56,2,4,4,26,83,5,3,2,89,0.19047619047619047,0.4074074074074074
270,1,74,270,11,105,10,0,0,80.0,-8,6,5,10,1,90,0,0,0,-8,-8,0,4,-8,80,0.0,0.4444444444444444
271,0,56,153,18,80,17,0,0,95.0,1,7,8,20,0,45,17,0,0,82,-8,2,1,2,75,0.0,0.3333333333333333
272,1,67,235,5,39,11,0,0,91.0,6,7,8,30,3,27,-7,1,1,47,78,3,2,0,71,0.047619047619047616,0.37037037037037035
273,1,60,349,1,74,16,1,1,95.0,4,4,5,19,4,58,0,3,3,59,29,5,3,1,73,0.14285714285714285,0.4074074074074074
274,1,85,321,4,173,4,0,0,,-7,4,6,4,1,0,-8,0,0,45,-8,1,-8,0,50,0.0,0.0
275,0,61,149,13,75,4,4,4,100.0,-7,7,8,8,0,50,0,0,0,-8,89,-8,2,-8,100,0.0,0.37037037037037035
276,1,81,223,6,83,63,0,0,,-7,6,4,63,3,16,0,1,0,15,89,2,3,1,40,0.0,0.4074074074074074
277,0,67,351,11,98,7,2,2,86.0,30,6,5,8,1,14,-7,0,0,59,-8,3,-8,1,60,0.0,0.0
278,0,87,306,49,122,14,0,0,,-7,6,6,14,0,36,13,0,0,3,-8,2,-8,0,67,0.0,0.0
279,0,70,117,12,56,11,0,0,100.0,-7,7,8,11,0,27,0,1,1,99,6,4,1,2,100,0.047619047619047616,0.3333333333333333
280,0,79,-8,7,104,20,0,0,95.0,27,6,6,20,2,55,-7,0,0,27,49,5,3,0,100,0.0,0.4074074074074074
282,1,81,160,5,79,27,0,0,,-7,4,6,21,2,56,-7,0,0,46,26,3,3,1,67,0.0,0.4074074074074074
283,1,60,63,7,31,5,1,1,83.0,25,4,6,6,1,33,0,2,2,91,83,2,2,1,100,0.09523809523809523,0.37037037037037035
285,0,87,284,21,108,16,0,0,,-7,2,4,51,0,31,-8,0,0,4,38,1,1,0,43,0.0,0.3333333333333333
286,0,67,-8,30,78,10,0,0,92.0,1,7,8,13,0,62,-7,1,1,73,42,2,2,-8,100,0.047619047619047616,0.37037037037037035
287,1,84,397,71,199,8,0,0,88.0,65,7,8,8,0,13,0,0,0,0,-8,0,-8,-8,50,0.0,0.0
288,0,64,172,3,93,13,2,0,69.0,12,7,8,16,2,50,3,1,1,48,90,4,2,1,86,0.047619047619047616,0.37037037037037035
290,1,70,68,2,41,6,0,0,,-7,6,6,7,1,57,0,0,0,91,17,2,2,1,100,0.0,0.37037037037037035
291,0,68,435,12,138,26,3,1,90.0,13,7,8,30,0,33,8,0,0,16,31,3,3,1,43,0.0,0.4074074074074074
292,1,63,232,2,103,14,2,2,88.0,21,7,8,17,1,6,1,4,4,11,-8,1,-8,0,17,0.19047619047619047,0.0
293,0,89,148,6,72,22,1,0,96.0,34,6,6,24,1,13,-8,0,0,0,-8,1,1,0,12,0.0,0.3333333333333333
294,0,65,23,4,15,9,0,0,,-7,6,2,9,3,67,1,3,2,84,76,2,6,2,89,0.09523809523809523,0.5185185185185185
295,0,70,98,5,59,31,0,0,97.0,36,7,8,35,3,26,-7,5,5,19,95,4,2,1,50,0.23809523809523808,0.37037037037037035
296,1,86,257,20,117,29,0,0,,-7,6,2,29,0,45,-7,0,0,10,48,3,2,0,71,0.0,0.37037037037037035
297,0,69,361,8,96,26,1,0,89.0,1,7,8,28,1,29,-7,0,0,29,57,5,3,0,64,0.0,0.4074074074074074
298,0,71,227,12,116,15,2,1,78.0,48,7,8,18,0,28,0,2,2,83,-8,2,1,2,60,0.09523809523809523,0.3333333333333333
300,1,77,154,2,70,37,0,0,98.0,35,4,6,45,7,53,1,10,10,28,99,3,4,1,64,0.47619047619047616,0.4444444444444444
301,0,68,177,2,70,32,0,0,97.0,16,6,6,46,2,60,1,2,2,85,-8,5,12,5,100,0.09523809523809523,0.7407407407407407
302,1,65,106,5,42,11,1,0,92.0,22,6,5,13,3,31,0,2,2,60,-8,4,1,1,83,0.09523809523809523,0.3333333333333333
303,1,64,165,1,52,9,2,2,82.0,28,6,6,12,1,18,0,2,2,9,100,2,1,0,50,0.09523809523809523,0.3333333333333333
304,1,65,125,7,65,12,3,1,65.0,8,7,8,18,1,35,0,5,4,22,-8,2,2,0,40,0.19047619047619047,0.37037037037037035
305,0,55,316,8,119,22,1,0,78.0,1,6,5,23,1,26,-8,0,0,29,-8,4,2,1,50,0.0,0.37037037037037035
306,0,93,146,13,159,11,0,0,,-7,6,4,10,0,27,-8,0,0,0,-8,1,1,0,40,0.0,0.3333333333333333
307,0,80,113,5,48,13,0,0,86.0,26,6,5,14,2,14,4,1,1,0,-8,0,1,0,17,0.047619047619047616,0.3333333333333333
309,1,70,166,14,82,26,1,0,79.0,17,7,8,28,0,29,1,1,1,42,87,7,2,0,45,0.047619047619047616,0.37037037037037035
310,0,82,297,38,130,11,0,0,,-7,6,6,11,0,18,0,0,0,32,-8,4,1,1,56,0.0,0.3333333333333333
311,0,86,232,1,75,21,0,0,,-7,6,7,23,2,17,0,2,2,1,51,2,2,0,29,0.09523809523809523,0.37037037037037035
312,1,80,177,1,64,33,0,0,,-7,4,5,35,5,34,1,4,3,19,44,3,3,1,75,0.14285714285714285,0.4074074074074074
313,0,76,119,10,51,21,0,0,,-7,6,4,21,1,33,9,0,0,31,65,1,3,0,80,0.0,0.4074074074074074
314,1,66,87,6,51,31,0,0,100.0,-7,0,8,31,4,32,-7,0,0,49,91,8,3,1,79,0.0,0.4074074074074074
315,0,74,119,11,39,4,0,0,,-7,6,6,4,1,75,0,0,0,64,75,1,2,0,100,0.0,0.37037037037037035
316,0,91,290,7,108,21,0,0,,-7,6,6,43,1,14,-8,0,0,3,-8,3,1,0,50,0.0,0.3333333333333333
317,1,78,319,2,82,53,0,0,98.0,47,6,5,58,3,24,0,3,3,12,-8,3,4,0,58,0.14285714285714285,0.4444444444444444
318,0,57,280,9,86,24,1,0,81.0,2,6,4,27,1,44,0,1,1,75,88,8,3,5,92,0.047619047619047616,0.4074074074074074
319,1,81,397,35,108,21,0,0,,-7,3,4,21,0,14,0,2,2,23,-8,13,-8,1,81,0.09523809523809523,0.0
320,0,85,143,1,71,12,0,0,,-7,4,5,13,3,23,1,1,1,12,100,2,2,0,50,0.047619047619047616,0.37037037037037035
321,1,68,134,3,45,28,1,0,94.0,50,7,8,31,7,45,0,3,3,23,94,4,3,1,58,0.14285714285714285,0.4074074074074074
322,1,65,96,15,33,11,0,0,,-7,6,6,12,0,9,-7,0,0,85,-8,6,1,3,100,0.0,0.3333333333333333
323,0,70,207,5,58,12,1,1,,-7,6,6,14,3,29,1,4,4,2,-8,1,1,0,29,0.19047619047619047,0.3333333333333333
324,1,71,-8,16,161,6,1,0,86.0,23,6,5,0,0,29,-7,0,0,88,-8,2,1,1,100,0.0,0.3333333333333333
325,0,66,100,5,56,13,2,0,71.0,39,7,8,17,2,41,0,4,1,39,82,2,2,1,57,0.047619047619047616,0.37037037037037035
326,0,66,198,1,103,18,2,2,83.0,10,7,8,11,2,39,0,1,1,0,59,0,3,0,50,0.047619047619047616,0.4074074074074074
327,1,65,259,39,121,8,1,1,67.0,5,5,7,9,0,11,0,1,1,34,-8,3,-8,-8,60,0.047619047619047616,0.0
328,1,76,266,1,93,12,0,0,100.0,-7,7,8,13,6,62,0,3,3,86,85,3,3,1,100,0.14285714285714285,0.4074074074074074
329,1,64,175,4,63,27,0,0,,-7,5,7,27,5,30,0,0,0,63,86,10,3,4,81,0.0,0.4074074074074074
330,1,74,344,9,86,13,1,1,93.0,14,7,8,14,1,57,-7,1,1,0,31,1,3,0,67,0.047619047619047616,0.4074074074074074
331,0,82,169,9,64,27,0,0,100.0,-7,7,8,19,1,15,11,0,0,17,56,4,2,0,30,0.0,0.37037037037037035
332,0,81,69,6,19,6,0,0,,-7,6,6,3,4,33,4,2,1,3,-8,2,2,0,100,0.047619047619047616,0.37037037037037035
333,1,77,266,2,69,12,0,0,,-7,3,5,14,4,46,0,5,5,73,59,4,3,1,78,0.23809523809523808,0.4074074074074074
334,1,66,265,6,101,32,3,2,86.0,8,7,8,36,4,33,0,1,1,39,-8,7,1,1,89,0.047619047619047616,0.3333333333333333
335,1,91,303,4,101,11,0,0,100.0,-7,7,8,12,1,36,-8,0,0,1,97,2,2,0,57,0.0,0.37037037037037035
336,1,83,339,12,87,11,0,0,,-7,6,5,12,0,45,21,0,0,58,43,3,2,1,83,0.0,0.37037037037037035
337,1,64,139,18,68,20,5,2,56.0,14,7,8,25,0,28,0,0,0,0,68,0,2,0,18,0.0,0.37037037037037035
338,0,82,34,5,26,4,0,0,100.0,-7,6,8,4,1,50,5,0,0,0,95,0,2,0,50,0.0,0.37037037037037035
339,1,75,279,5,79,16,0,0,,-7,6,5,16,3,19,22,0,0,61,-8,3,-8,3,60,0.0,0.0
340,1,70,196,2,56,25,0,0,,-7,6,5,27,4,30,0,3,3,34,79,4,4,1,47,0.14285714285714285,0.4444444444444444
341,1,65,321,6,114,27,1,1,82.0,17,4,2,28,3,32,0,0,0,66,-8,6,1,1,88,0.0,0.3333333333333333
342,1,71,160,4,68,31,0,0,,-7,4,2,31,3,35,1,1,1,61,35,5,3,1,80,0.047619047619047616,0.4074074074074074
343,1,74,99,8,51,16,0,0,100.0,-7,7,8,16,1,56,0,0,0,15,-8,5,3,1,89,0.0,0.4074074074074074
344,1,72,214,17,61,21,0,0,100.0,-7,7,8,21,0,33,0,0,0,66,66,7,2,2,64,0.0,0.37037037037037035
345,1,77,272,9,121,20,0,0,,-7,6,2,20,1,25,0,0,0,42,88,8,2,1,77,0.0,0.37037037037037035
346,0,79,166,6,91,24,0,0,96.0,13,7,8,15,1,17,-8,0,0,24,-8,4,2,0,46,0.0,0.37037037037037035
347,0,63,329,2,148,27,4,3,85.0,44,7,8,33,4,33,2,5,5,37,71,7,2,1,82,0.23809523809523808,0.37037037037037035
348,0,67,100,3,46,8,1,1,67.0,23,6,7,9,1,33,0,3,3,13,83,1,1,0,50,0.14285714285714285,0.3333333333333333
349,1,61,131,1,44,9,0,0,,-7,4,2,10,4,40,0,6,6,94,92,5,4,4,100,0.2857142857142857,0.4444444444444444
350,0,54,-8,9,99,10,8,5,59.0,1,7,8,17,1,29,-7,1,1,99,-8,2,1,-8,75,0.047619047619047616,0.3333333333333333
351,0,66,293,2,67,13,0,0,93.0,-8,7,8,14,3,36,0,3,3,90,97,3,3,2,100,0.14285714285714285,0.4074074074074074
352,1,60,286,3,81,20,0,0,90.0,2,6,3,21,4,70,1,2,2,55,72,4,8,1,100,0.09523809523809523,0.5925925925925926
353,0,71,91,5,36,12,0,0,92.0,66,7,8,12,3,67,11,0,0,18,-8,2,2,0,80,0.0,0.37037037037037035
354,0,70,281,8,77,26,0,0,92.0,34,7,8,27,1,35,-8,0,0,55,28,5,2,3,58,0.0,0.37037037037037035
355,1,84,204,8,72,16,0,0,100.0,-7,7,8,17,1,59,0,0,0,23,54,2,2,-8,67,0.0,0.37037037037037035
356,1,80,148,3,103,16,0,0,,-7,5,3,16,1,75,3,1,1,47,51,1,6,1,88,0.047619047619047616,0.5185185185185185
357,0,63,129,6,51,13,0,0,85.0,1,7,8,13,3,46,0,3,2,43,2,4,2,0,75,0.09523809523809523,0.37037037037037035
358,1,61,96,3,28,9,1,1,80.0,8,7,8,16,3,40,-7,0,0,26,99,3,2,1,63,0.0,0.37037037037037035
359,0,70,23,17,21,3,0,0,100.0,-7,7,8,4,0,67,-7,0,0,95,78,1,1,-8,100,0.0,0.3333333333333333
360,0,68,142,1,72,55,0,0,100.0,-7,6,8,67,8,45,1,2,2,58,81,9,4,5,59,0.09523809523809523,0.4444444444444444
361,1,80,198,19,94,16,0,0,,-7,6,6,16,0,25,0,0,0,25,-8,3,1,2,40,0.0,0.3333333333333333
362,0,55,25,5,14,9,0,0,,-7,6,4,9,5,56,0,1,1,97,93,3,2,2,100,0.047619047619047616,0.37037037037037035
363,1,70,88,3,45,38,0,0,97.0,8,6,2,38,3,13,3,2,2,15,45,1,1,0,10,0.09523809523809523,0.3333333333333333
364,1,60,199,9,53,23,0,0,74.0,2,7,8,23,1,17,0,1,1,36,88,11,3,1,70,0.047619047619047616,0.4074074074074074
365,0,59,180,5,55,45,1,1,80.0,0,0,2,49,6,65,1,2,2,20,87,7,4,0,80,0.09523809523809523,0.4444444444444444
366,1,72,-8,13,118,19,0,0,,-7,6,6,20,0,35,-7,7,7,50,-8,5,-8,1,100,0.3333333333333333,0.0
367,0,40,177,1,64,4,14,10,29.0,2,4,6,17,3,53,-7,8,8,106,97,1,2,1,100,0.38095238095238093,0.37037037037037035
368,1,70,84,1,46,16,0,0,94.0,-7,6,6,23,2,11,0,2,2,86,91,7,1,4,80,0.09523809523809523,0.3333333333333333
369,0,81,244,3,128,54,0,0,98.0,-8,6,6,56,3,41,0,4,4,25,97,6,3,0,90,0.19047619047619047,0.4074074074074074
370,0,66,305,36,134,26,1,0,90.0,8,7,8,29,0,28,5,0,0,46,-8,6,2,3,62,0.0,0.37037037037037035
371,0,81,80,10,86,13,0,0,100.0,-7,7,8,19,3,31,-7,0,0,39,-8,5,1,0,100,0.0,0.3333333333333333
372,1,61,185,5,85,34,0,0,94.0,7,4,6,15,2,26,15,0,0,57,83,16,2,3,95,0.0,0.37037037037037035
373,1,76,182,0,89,41,0,0,,-7,4,2,44,3,27,0,3,3,40,100,5,4,3,50,0.14285714285714285,0.4444444444444444
375,1,62,80,2,47,24,0,0,96.0,59,7,8,25,1,48,0,0,0,73,113,5,5,2,91,0.0,0.48148148148148145
376,1,76,78,3,70,23,0,0,100.0,-7,7,8,2,5,8,0,2,2,76,-8,5,-8,2,56,0.09523809523809523,0.0
377,0,63,173,4,37,18,0,0,94.0,31,7,8,18,4,22,-7,0,0,54,99,9,2,4,79,0.0,0.37037037037037035
378,1,69,188,20,80,18,3,3,85.0,23,7,8,3,0,40,-7,5,5,16,-8,5,-8,0,83,0.23809523809523808,0.0
380,0,82,172,0,71,23,0,0,,-7,4,6,24,4,54,0,1,1,4,81,4,3,0,70,0.047619047619047616,0.4074074074074074
381,1,70,284,2,71,18,0,0,,-7,4,6,19,4,32,0,10,10,31,100,9,6,0,94,0.47619047619047616,0.5185185185185185
382,1,75,52,3,17,10,0,0,,-7,4,4,10,6,60,0,4,4,4,71,1,5,0,75,0.19047619047619047,0.48148148148148145
383,0,66,210,5,74,31,1,1,97.0,-8,7,8,34,3,67,0,1,1,30,90,3,2,0,56,0.047619047619047616,0.37037037037037035
384,1,67,137,1,54,15,0,0,82.0,38,0,2,17,1,24,0,3,2,47,-8,4,1,1,60,0.09523809523809523,0.3333333333333333
385,1,72,269,2,86,25,0,0,85.0,0,5,7,26,1,12,0,2,2,1,-8,3,1,0,29,0.09523809523809523,0.3333333333333333
386,0,67,-8,4,20,17,1,1,,-7,6,6,18,8,17,-7,1,1,10,89,2,2,1,29,0.047619047619047616,0.37037037037037035
387,0,73,420,97,208,7,0,0,88.0,64,4,5,8,0,25,0,0,0,76,-8,3,-8,2,75,0.0,0.0
388,0,59,116,10,70,3,1,1,75.0,11,7,8,4,1,100,0,1,1,-8,77,-8,2,-8,100,0.047619047619047616,0.37037037037037035
389,0,57,151,22,102,4,6,6,60.0,80,4,6,10,0,100,0,1,1,-8,-8,-8,1,-8,100,0.047619047619047616,0.3333333333333333
390,1,65,-8,3,101,19,0,0,90.0,5,7,8,21,3,43,15,0,0,59,-8,4,1,3,50,0.0,0.3333333333333333
391,1,65,273,5,62,32,0,0,100.0,-7,7,8,51,4,59,-7,2,2,57,88,7,4,3,85,0.09523809523809523,0.4444444444444444
392,1,75,312,5,78,26,1,1,,-7,6,6,26,4,31,-7,4,4,10,36,3,2,0,56,0.19047619047619047,0.37037037037037035
393,0,72,324,11,94,23,0,0,100.0,-7,7,8,23,1,35,8,1,1,43,64,3,4,1,64,0.047619047619047616,0.4444444444444444
394,1,81,154,21,73,13,0,0,,-7,6,6,13,0,23,0,0,0,46,-8,4,-8,0,67,0.0,0.0
395,1,57,257,7,81,11,5,3,40.0,7,6,2,15,1,40,0,1,1,11,-8,3,1,0,57,0.047619047619047616,0.3333333333333333
397,1,71,197,9,87,12,0,0,77.0,56,7,8,13,1,54,-7,0,0,92,83,2,3,1,83,0.0,0.4074074074074074
398,0,65,157,6,44,13,1,0,93.0,30,7,8,14,4,36,4,1,1,23,80,3,2,-8,67,0.047619047619047616,0.37037037037037035
399,0,70,154,8,124,9,1,0,70.0,5,7,8,24,1,50,-7,1,1,9,-8,1,1,0,40,0.047619047619047616,0.3333333333333333
400,1,66,87,13,38,14,1,1,93.0,29,7,8,16,0,67,0,0,0,48,75,2,3,1,83,0.0,0.4074074074074074
401,1,81,156,1,77,31,0,0,,-7,6,6,37,2,39,0,4,4,13,-8,1,2,0,33,0.19047619047619047,0.37037037037037035
402,1,70,88,16,48,12,0,0,,-7,6,6,12,0,8,0,1,1,79,89,7,1,2,89,0.047619047619047616,0.3333333333333333
403,0,83,265,6,83,16,0,0,,-7,4,6,16,2,19,5,0,0,13,-8,1,1,0,22,0.0,0.3333333333333333
404,1,64,223,3,77,21,0,0,100.0,-7,6,8,21,1,10,0,6,6,93,-8,6,1,3,100,0.2857142857142857,0.3333333333333333
405,1,64,285,4,134,20,1,1,,-7,6,6,4,1,30,0,6,6,5,-8,4,1,1,75,0.2857142857142857,0.3333333333333333
406,1,83,108,14,57,15,0,0,,-7,0,2,15,0,27,0,2,2,6,54,3,2,0,56,0.09523809523809523,0.37037037037037035
407,0,77,149,3,69,18,0,0,94.0,7,6,2,18,2,72,10,0,0,13,82,1,4,0,71,0.0,0.4444444444444444
409,1,54,324,3,79,22,6,5,70.0,3,4,6,37,2,37,-7,2,2,12,66,3,4,0,78,0.09523809523809523,0.4444444444444444
410,0,66,115,7,109,35,0,0,100.0,-7,7,8,3,2,40,-7,1,1,82,67,4,4,3,90,0.047619047619047616,0.4444444444444444
411,1,84,241,4,93,17,0,0,95.0,28,7,8,40,3,53,-7,1,1,8,100,2,2,0,67,0.047619047619047616,0.37037037037037035
412,0,65,390,8,90,10,3,2,71.0,27,7,8,14,1,29,0,4,4,43,-8,2,1,0,75,0.19047619047619047,0.3333333333333333
413,1,71,228,5,85,35,0,0,100.0,-7,7,8,40,3,40,-7,4,4,62,23,4,2,1,54,0.19047619047619047,0.37037037037037035
414,1,65,82,1,43,25,2,1,97.0,70,1,3,30,3,33,2,4,4,33,53,2,8,1,56,0.19047619047619047,0.5925925925925926
415,1,84,196,13,144,48,0,0,,-7,5,2,19,0,36,0,3,2,23,-8,4,1,1,56,0.09523809523809523,0.3333333333333333
